ItemID,ItemType,ItemFatContent,ItemWeight,ItemVisibility
FDY52,Frozen Foods,Low Fat,6.365,0.007348286
DRN35,Hard Drinks,Low Fat,8.01,0.070247589
DRI47,Hard Drinks,Low Fat,14.7,0.020920179
NCT05,Health and Hygiene,Low Fat,10.895,0.020951848
NCW17,Health and Hygiene,Low Fat,18.0,0.019386234
FDA39,Meat,Low Fat,6.32,0.012717946
FDS25,Canned,Regular,6.885,0.140008554
FDC16,Dairy,Regular,11.5,0.0
FDN28,Frozen Foods,Regular,5.88,0.030247903
FDW03,Meat,Regular,5.63,0.024541277
FDJ21,Snack Foods,Regular,16.7,0.038528228
FDD48,Baking Goods,Low Fat,10.395,0.030219852
FDW13,Canned,Low Fat,8.5,0.098083231
DRD15,Dairy,Low Fat,10.6,0.056911107
FDH32,Fruits and Vegetables,Low Fat,12.8,0.076214289
NCT05,Health and Hygiene,Low Fat,10.895,0.020994339
NCV30,Household,Low Fat,20.2,0.066065799
FDW10,Snack Foods,Low Fat,21.2,0.071076055
FDR36,Baking Goods,Regular,6.715,0.121832956
FDV22,Snack Foods,Regular,14.85,0.009958941
DRA59,Soft Drinks,Regular,8.27,0.0
FDI14,Canned,Low Fat,14.1,0.089660816
FDT37,Canned,Low Fat,14.15,0.035263498
FDX25,Canned,Low Fat,16.7,0.10203648
DRH03,Dairy,Low Fat,17.25,0.035057688
FDA58,Snack Foods,Low Fat,9.395,0.103731617
FDY35,Breads,Regular,17.6,0.016024651
FDH05,Frozen Foods,Regular,14.35,0.090896452
FDI41,Frozen Foods,Regular,18.5,0.062245149
FDO20,Fruits and Vegetables,Regular,12.85,0.152099033
FDC57,Fruits and Vegetables,Regular,20.1,0.054584207
FDT27,Meat,Regular,11.395,0.069574013
FDT34,Snack Foods,LF,9.3,0.291826616
FDK51,Dairy,Low Fat,19.85,0.008762556
FDK04,Frozen Foods,Low Fat,7.36,0.087559621
NCZ53,Health and Hygiene,Low Fat,9.6,0.040969757
FDV04,Frozen Foods,Regular,7.825,0.251094747
FDR22,Snack Foods,Regular,19.35,0.031069993
FDO24,Baking Goods,Low Fat,11.1,0.176069023
FDQ24,Baking Goods,Low Fat,15.7,0.073605395
NCH29,Health and Hygiene,Low Fat,5.51,0.034445116
NCW54,Household,Low Fat,7.5,0.096333029
NCP30,Household,Low Fat,20.5,0.032741422
FDQ46,Snack Foods,Low Fat,7.51,0.103726639
FDY12,Baking Goods,Regular,9.8,0.0
FDV38,Dairy,Low Fat,19.25,0.102188428
FDJ53,Frozen Foods,Low Fat,10.5,0.071548187
FDE22,Snack Foods,Low Fat,9.695,0.029693277
FDB14,Canned,Regular,20.25,0.103142373
FDU58,Snack Foods,Regular,6.61,0.029129907
FDB23,Starchy Foods,Regular,19.2,0.005611367
FDK24,Baking Goods,Low Fat,,0.10080442
FDW49,Canned,Low Fat,,0.082152451
NCW53,Health and Hygiene,Low Fat,,0.030347404
NCB18,Household,Low Fat,,0.041091215
DRD13,Soft Drinks,Low Fat,,0.048841794
DRF01,Soft Drinks,Low Fat,,0.174232377
FDN48,Baking Goods,Low Fat,,0.113720344
FDQ49,Breakfast,Regular,,0.039057677
DRG27,Dairy,Low Fat,8.895,0.105274111
FDD03,Dairy,Low Fat,13.3,0.079806266
NCE06,Household,Low Fat,,0.160178832
FDJ60,Baking Goods,Regular,19.35,0.062655235
FDG52,Frozen Foods,Low Fat,13.65,0.065576228
FDU59,Breads,Low Fat,5.78,0.096536082
DRK39,Dairy,Low Fat,7.02,0.049942926
DRL60,Soft Drinks,Low Fat,8.52,0.027101431
FDP48,Baking Goods,Regular,7.52,0.044091657
FDA35,Baking Goods,Regular,14.85,0.053921264
FDQ40,Frozen Foods,Regular,11.1,0.036083537
FDH44,Fruits and Vegetables,Regular,19.1,0.025912378
FDJ21,Snack Foods,Regular,16.7,0.03858813
FDW26,Dairy,Regular,,0.187443314
FDB35,Starchy Foods,Regular,,0.113139486
FDB08,Fruits and Vegetables,Low Fat,6.055,0.031103357
NCY18,Household,Low Fat,7.285,0.031151633
NCR38,Household,Low Fat,17.25,0.113518466
FDK21,Snack Foods,Low Fat,7.905,0.010012319
DRF01,Soft Drinks,Low Fat,5.655,0.0
FDA02,Dairy,Regular,14.0,0.029722659
FDD40,Dairy,Regular,20.25,0.014793357
FDM58,Snack Foods,Regular,16.85,0.079690403
FDU24,Baking Goods,reg,6.78,0.140163038
FDS55,Fruits and Vegetables,Low Fat,7.02,0.081328781
FDC45,Fruits and Vegetables,Low Fat,17.0,0.136008489
FDB33,Fruits and Vegetables,Low Fat,17.75,0.014609738
NCP42,Household,Low Fat,8.51,0.016143389
NCL54,Household,Low Fat,12.6,0.082921642
NCC07,Household,Low Fat,19.6,0.023999722
FDP60,Baking Goods,Low Fat,17.35,0.056235142
FDI14,Canned,Low Fat,14.1,0.090185027
FDJ07,Meat,Low Fat,7.26,0.014505108
DRD12,Soft Drinks,Low Fat,6.96,0.077630199
DRN37,Soft Drinks,Low Fat,9.6,0.096842096
DRF37,Soft Drinks,Low Fat,17.25,0.084809658
FDX35,Breads,Regular,5.035,0.080072603
FDP28,Frozen Foods,Regular,13.65,0.080804019
FDJ27,Meat,Regular,17.7,0.122123201
FDF10,Snack Foods,Regular,15.5,0.157246634
DRC13,Soft Drinks,Regular,8.26,0.0
FDG12,Baking Goods,Regular,6.635,0.00636189
FDH50,Canned,Regular,15.0,0.162348584
FDE20,Fruits and Vegetables,Regular,11.35,0.005561798
FDU03,Meat,Regular,18.7,0.092095924
FDW59,Breads,Low Fat,13.15,0.020711996
FDN32,Fruits and Vegetables,Low Fat,17.5,0.015557426
NCK05,Health and Hygiene,Low Fat,20.1,0.077439606
NCJ18,Household,Low Fat,12.35,0.163910938
NCE30,Household,Low Fat,16.0,0.09911729
FDX15,Meat,Low Fat,17.2,0.156269303
FDT22,Snack Foods,Low Fat,10.395,0.11207602
FDR10,Snack Foods,Low Fat,17.6,0.010037996
DRL49,Soft Drinks,Low Fat,13.15,0.056418354
FDF29,Frozen Foods,Regular,15.1,0.019930418
FDT56,Fruits and Vegetables,Regular,16.0,0.115570552
FDN03,Meat,Regular,9.8,0.015087112
FDW15,Meat,Regular,15.35,0.055103174
FDU51,Meat,Regular,20.2,0.096495426
FDQ14,Dairy,Low Fat,9.27,0.103419257
DRC27,Dairy,Low Fat,13.8,0.097251621
DRE03,Dairy,Low Fat,19.6,0.040550868
FDD16,Frozen Foods,Low Fat,20.5,0.060847634
FDT03,Meat,Low Fat,21.25,0.016735879
FDG47,Starchy Foods,Low Fat,12.8,0.116527666
FDG60,Baking Goods,Low Fat,20.35,0.060649213
FDS37,Canned,Low Fat,7.655,0.031918284
DRG03,Dairy,Low Fat,14.5,0.061934991
FDB52,Dairy,Low Fat,17.75,0.030410273
FDK40,Frozen Foods,Low Fat,7.035,0.0
NCZ53,Health and Hygiene,Low Fat,9.6,0.024456797
NCP41,Health and Hygiene,Low Fat,16.6,0.016197216
NCY42,Household,Low Fat,6.38,0.015149955
NCO43,Others,Low Fat,5.5,0.047059016
FDR46,Snack Foods,Low Fat,16.85,0.139301634
FDW58,Snack Foods,Low Fat,20.75,0.007546808
FDX36,Baking Goods,Regular,9.695,0.128176489
FDM01,Breakfast,Regular,7.895,0.094488485
FDX38,Dairy,Regular,10.5,0.0481669
FDH53,Frozen Foods,Regular,20.5,0.019183756
FDZ51,Meat,Regular,11.3,0.054507422
FDV57,Snack Foods,Regular,15.25,0.065841719
FDV59,Breads,LF,13.35,0.0
FDT02,Dairy,LF,12.6,0.02429329
DRD60,Soft Drinks,LF,15.7,0.037383778
FDV35,Breads,Low Fat,19.5,0.128728258
FDK14,Canned,Low Fat,6.98,0.041273236
DRC27,Dairy,Low Fat,13.8,0.058339153
NCL53,Health and Hygiene,Low Fat,7.5,0.036382524
FDK26,Canned,Regular,5.46,0.032308482
FDD57,Fruits and Vegetables,Low Fat,,0.022291121
FDM03,Meat,Low Fat,,0.0
FDX15,Meat,Low Fat,,0.155541973
FDA10,Snack Foods,Low Fat,,0.141129263
FDE56,Fruits and Vegetables,Regular,,0.158424516
FDS31,Fruits and Vegetables,Regular,,0.043978369
FDW39,Meat,Regular,,0.036731658
FDY39,Meat,Regular,,0.0
NCQ53,Health and Hygiene,low fat,,0.018813776
FDG35,Starchy Foods,reg,,0.007006883
NCP18,Household,Low Fat,12.15,0.028760013
FDY58,Snack Foods,Low Fat,11.65,0.040081193
NCB06,Health and Hygiene,Low Fat,17.6,0.082316506
FDB36,Baking Goods,Regular,5.465,0.0
FDR47,Breads,LF,17.85,0.0
FDE10,Snack Foods,Regular,6.67,0.150554711
DRK01,Soft Drinks,Low Fat,7.63,0.06105276
FDL22,Snack Foods,Low Fat,16.85,0.036390174
NCD06,Household,Low Fat,13.0,0.099729888
NCT54,Household,Low Fat,8.695,0.119721451
FDV59,Breads,Low Fat,13.35,0.048124443
FDY49,Canned,Regular,,0.011953902
NCS54,Household,Low Fat,13.6,0.009984847
NCJ54,Household,Low Fat,,0.059776237
FDR60,Baking Goods,Low Fat,14.3,0.131152799
FDJ20,Fruits and Vegetables,Regular,20.7,0.100330684
DRM11,Hard Drinks,Low Fat,6.57,0.066014596
FDK44,Fruits and Vegetables,Low Fat,16.6,0.122475364
FDP10,Snack Foods,Low Fat,19.0,0.128065918
FDG14,Canned,Regular,9.0,0.050786366
FDA10,Snack Foods,Low Fat,20.35,0.0
FDO34,Snack Foods,Low Fat,17.7,0.030108283
FDN15,Meat,Low Fat,17.5,0.028009382
NCN41,Health and Hygiene,Low Fat,17.0,0.052165855
DRE27,Dairy,Low Fat,11.85,0.13267058
FDU40,Frozen Foods,Low Fat,20.85,0.062606583
NCS54,Household,Low Fat,13.6,0.010008699
NCL55,Others,Low Fat,12.15,0.065026434
FDJ55,Meat,Regular,12.8,0.023664054
NCN43,Others,Low Fat,12.15,0.011314423
FDZ60,Baking Goods,Low Fat,20.5,0.119547387
FDS23,Breads,Low Fat,4.635,0.141108156
FDK38,Canned,Low Fat,6.65,0.053372768
FDR02,Dairy,Low Fat,16.7,0.022099982
FDF17,Frozen Foods,Low Fat,5.19,0.042687151
FDR43,Fruits and Vegetables,Low Fat,18.2,0.161740582
DRL11,Hard Drinks,Low Fat,10.5,0.048092816
NCS41,Health and Hygiene,Low Fat,12.85,0.053527105
NCP05,Health and Hygiene,Low Fat,19.6,0.025325897
NCY18,Household,Low Fat,7.285,0.031200065
NCP42,Household,Low Fat,8.51,0.016135764
NCP18,Household,Low Fat,12.15,0.028642712
NCB18,Household,Low Fat,19.6,0.041355366
NCN14,Others,Low Fat,19.1,0.092060694
FDJ45,Seafood,Low Fat,17.75,0.073524776
FDH22,Snack Foods,Low Fat,6.405,0.136512858
FDU22,Snack Foods,Low Fat,12.35,0.093441604
FDO57,Snack Foods,Low Fat,20.75,0.108879177
FDQ21,Snack Foods,Low Fat,21.25,0.01945343
DRG37,Soft Drinks,Low Fat,16.2,0.01940856
FDB11,Starchy Foods,Low Fat,16.0,0.060942632
FDL14,Canned,Regular,8.115,0.032208865
FDQ01,Canned,Regular,19.7,0.160951491
FDW26,Dairy,Regular,11.8,0.107223632
FDI05,Frozen Foods,Regular,8.35,0.127066966
FDE17,Frozen Foods,Regular,20.1,0.054540159
FDT19,Fruits and Vegetables,Regular,7.59,0.14526636
FDJ10,Snack Foods,Regular,5.095,0.129705008
DRH03,Dairy,low fat,17.25,0.035118834
DRD15,Dairy,Low Fat,,0.099442329
FDY32,Fruits and Vegetables,Low Fat,,0.226284381
NCG43,Household,Low Fat,,0.129983688
NCO30,Household,Low Fat,,0.027532258
NCQ06,Household,Low Fat,,0.073229342
NCV06,Household,Low Fat,,0.116750407
NCZ54,Household,Low Fat,,0.145951533
NCP50,Others,Low Fat,,0.035997636
FDF46,Snack Foods,Low Fat,,0.164006137
FDR33,Snack Foods,Low Fat,,0.04690397
FDS57,Snack Foods,Low Fat,,0.181114059
DRH01,Soft Drinks,Low Fat,,0.171417316
FDJ58,Snack Foods,Regular,,0.184359831
FDL57,Snack Foods,Regular,,0.117442838
FDT09,Snack Foods,Regular,,0.021471456
FDY33,Snack Foods,Regular,,0.170186628
FDP09,Snack Foods,low fat,,0.059336763
FDQ12,Baking Goods,LF,12.65,0.035410748
FDX43,Fruits and Vegetables,LF,5.655,0.085274988
FDS47,Breads,Low Fat,16.75,0.12888573
FDN01,Breakfast,Low Fat,8.895,0.0
DRG51,Dairy,Low Fat,12.1,0.011539622
DRH03,Dairy,Low Fat,17.25,0.035064318
FDB05,Frozen Foods,Low Fat,5.155,0.083198341
FDA16,Frozen Foods,Low Fat,6.695,0.0
FDD29,Frozen Foods,Low Fat,12.15,0.018410515
FDZ19,Fruits and Vegetables,Low Fat,6.425,0.093454899
FDY55,Fruits and Vegetables,Low Fat,16.75,0.0
NCU29,Health and Hygiene,Low Fat,7.685,0.025477448
NCW41,Health and Hygiene,Low Fat,18.0,0.015450376
NCY17,Health and Hygiene,Low Fat,18.2,0.163096139
NCC19,Household,Low Fat,6.57,0.096880574
NCJ43,Household,Low Fat,6.635,0.027069402
NCE19,Household,Low Fat,8.97,0.09301462
NCO18,Household,Low Fat,13.15,0.024651269
NCG43,Household,Low Fat,20.2,0.0
FDT03,Meat,Low Fat,21.25,0.009998763
FDW33,Snack Foods,Low Fat,9.395,0.099120588
DRC12,Soft Drinks,Low Fat,17.85,0.037826873
FDL14,Canned,Regular,8.115,0.032158866
FDZ01,Canned,Regular,8.975,0.009058845
FDJ14,Canned,Regular,10.3,0.050070476
FDB04,Dairy,Regular,11.35,0.063226306
FDA08,Fruits and Vegetables,Regular,11.85,0.050085152
FDX55,Fruits and Vegetables,low fat,15.1,0.0552059
NCF55,Household,LF,6.675,0.021710275
NCJ30,Household,LF,5.82,0.081096613
FDR10,Snack Foods,LF,17.6,0.010096684
FDR48,Baking Goods,Low Fat,11.65,0.131770922
FDL36,Baking Goods,Low Fat,15.1,0.076229769
FDH27,Dairy,Low Fat,7.075,0.058465268
FDI52,Frozen Foods,Low Fat,18.7,0.104890428
FDD45,Fruits and Vegetables,Low Fat,8.615,0.116484721
NCS53,Health and Hygiene,Low Fat,14.5,0.08996026
NCA41,Health and Hygiene,Low Fat,16.75,0.032652796
NCY17,Health and Hygiene,Low Fat,18.2,0.0
NCX17,Health and Hygiene,Low Fat,21.25,0.113833823
NCV54,Household,Low Fat,11.1,0.033176087
NCQ06,Household,Low Fat,13.0,0.041909345
NCB55,Household,Low Fat,15.7,0.16098885
NCN54,Household,Low Fat,20.35,0.021369722
DRE12,Soft Drinks,Low Fat,4.59,0.0
FDR48,Baking Goods,Low Fat,11.65,0.132248069
FDO12,Baking Goods,Low Fat,15.75,0.055241242
FDS47,Breads,Low Fat,16.75,0.12961476
FDZ27,Dairy,Low Fat,7.935,0.017253305
DRE03,Dairy,Low Fat,19.6,0.024363939
FDB08,Fruits and Vegetables,Low Fat,6.055,0.03127929
FDB44,Fruits and Vegetables,Low Fat,6.655,0.0
FDE57,Fruits and Vegetables,Low Fat,9.6,0.036490369
FDN20,Fruits and Vegetables,Low Fat,19.35,0.026329989
NCD19,Household,Low Fat,8.93,0.013253936
NCG55,Household,Low Fat,16.25,0.0
NCO54,Household,Low Fat,19.5,0.014355033
FDE46,Snack Foods,Low Fat,18.6,0.015858893
FDR37,Breakfast,Regular,16.5,0.066383907
FDA25,Canned,Regular,16.5,0.068263916
FDU50,Dairy,Regular,5.75,0.075322658
FDT19,Fruits and Vegetables,Regular,7.59,0.145335007
FDX32,Fruits and Vegetables,Regular,15.1,0.100060762
FDU51,Meat,Regular,20.2,0.096709408
FDG46,Snack Foods,Regular,8.63,0.032976399
FDM12,Baking Goods,Regular,16.7,0.070312473
FDW38,Dairy,Regular,5.325,0.139464425
FDZ14,Dairy,Regular,7.71,0.047857877
FDS19,Fruits and Vegetables,Regular,13.8,0.06457046
FDP03,Meat,Regular,5.15,0.0
FDR51,Meat,Regular,9.035,0.174450933
FDR03,Meat,Regular,15.7,0.00878535
FDO46,Snack Foods,Regular,9.6,0.0
FDV22,Snack Foods,Regular,14.85,0.009995002
FDU35,Breads,low fat,6.44,0.0
FDV49,Canned,Low Fat,10.0,0.025822315
FDA13,Canned,Low Fat,15.85,0.078540095
FDJ52,Frozen Foods,Low Fat,7.145,0.017783501
FDT04,Frozen Foods,Low Fat,17.25,0.107021498
NCZ41,Health and Hygiene,Low Fat,19.85,0.064409056
NCJ30,Household,Low Fat,5.82,0.08062523
NCN54,Household,Low Fat,20.35,0.021322439
NCD54,Household,Low Fat,21.1,0.029003459
NCP50,Others,Low Fat,17.35,0.020555958
FDQ09,Snack Foods,Low Fat,7.235,0.058121214
FDI22,Snack Foods,Low Fat,12.6,0.09619424
DRD12,Soft Drinks,Low Fat,6.96,0.077178965
DRL60,Soft Drinks,Low Fat,8.52,0.027054244
DRD13,Soft Drinks,Low Fat,15.0,0.049070183
FDI48,Baking Goods,Regular,11.85,0.0
FDZ49,Canned,Regular,11.0,0.13312044
FDJ02,Canned,Regular,17.2,0.025162022
FDJ15,Dairy,Regular,11.35,0.023318068
FDO52,Frozen Foods,Regular,11.6,0.077150004
FDU58,Snack Foods,Regular,6.61,0.029006239
FDN46,Snack Foods,Regular,7.21,0.14460413
FDO46,Snack Foods,Regular,9.6,0.014209811
FDI34,Snack Foods,Regular,10.65,0.085119855
FDG22,Snack Foods,Regular,17.6,0.041373331
DRC13,Soft Drinks,Regular,8.26,0.032435437
FDB17,Frozen Foods,Low Fat,13.15,0.061381589
FDZ44,Fruits and Vegetables,Low Fat,8.185,0.064824502
DRK35,Hard Drinks,Low Fat,8.365,0.120256303
NCP29,Health and Hygiene,Low Fat,8.42,0.187918654
NCZ29,Health and Hygiene,Low Fat,15.0,0.119461188
NCS30,Household,Low Fat,5.945,0.155706798
NCA42,Household,Low Fat,6.965,0.047784475
NCH55,Household,Low Fat,16.35,0.058034349
FDT58,Snack Foods,Low Fat,9.0,0.143870574
FDZ45,Snack Foods,Low Fat,14.1,0.111936685
FDO57,Snack Foods,Low Fat,20.75,0.181958524
FDT12,Baking Goods,Regular,6.215,0.083056555
FDW12,Baking Goods,Regular,8.315,0.059540542
FDF26,Canned,Regular,6.825,0.078057026
FDV37,Canned,Regular,13.0,0.139785104
FDW38,Dairy,Regular,5.325,0.23212188
FDS04,Frozen Foods,Regular,10.195,0.245483691
FDO22,Snack Foods,Regular,13.5,0.029893094
FDJ58,Snack Foods,Regular,15.6,0.176244038
FDW13,Canned,low fat,8.5,0.163838951
FDH48,Baking Goods,Low Fat,13.5,0.0
FDO37,Breakfast,Low Fat,8.06,0.021358889
FDD14,Canned,Low Fat,20.7,0.169667145
FDV38,Dairy,Low Fat,19.25,0.101689151
FDC41,Frozen Foods,Low Fat,15.6,0.116815953
FDE57,Fruits and Vegetables,Low Fat,9.6,0.03625493
FDS07,Fruits and Vegetables,Low Fat,12.35,0.099674817
NCJ30,Household,Low Fat,5.82,0.0
NCI06,Household,Low Fat,11.3,0.04767798
FDO34,Snack Foods,Low Fat,17.7,0.029914022
FDE46,Snack Foods,Low Fat,18.6,0.01575657
DRH37,Soft Drinks,Low Fat,17.6,0.041581725
FDH02,Canned,Regular,7.27,0.02076385
FDC51,Dairy,Regular,10.895,0.009613854
FDT07,Fruits and Vegetables,Regular,5.82,0.077254736
FDJ44,Fruits and Vegetables,Regular,12.3,0.106238768
FDO22,Snack Foods,Regular,13.5,0.017844609
FDI10,Snack Foods,reg,8.51,0.078339081
FDF04,Frozen Foods,LF,17.5,0.013692598
FDD11,Starchy Foods,LF,12.85,0.0
FDN12,Baking Goods,Low Fat,15.6,0.0
FDD14,Canned,Low Fat,20.7,0.170500183
FDQ52,Frozen Foods,Low Fat,17.0,0.119871307
FDJ08,Fruits and Vegetables,Low Fat,11.1,0.111122936
FDY19,Fruits and Vegetables,Low Fat,19.75,0.041533438
DRM11,Hard Drinks,Low Fat,6.57,0.066338717
NCP41,Health and Hygiene,Low Fat,16.6,0.016276741
NCP17,Health and Hygiene,Low Fat,19.35,0.027827268
NCS38,Household,Low Fat,8.6,0.090558833
DRJ25,Soft Drinks,Low Fat,14.6,0.151180862
FDY26,Dairy,Regular,20.6,0.030634813
FDV20,Fruits and Vegetables,Regular,20.2,0.060045008
FDV57,Snack Foods,Regular,15.25,0.0
FDP11,Breads,Low Fat,,0.068765925
FDR23,Breads,Low Fat,,0.08139146
FDB27,Dairy,Low Fat,,0.055121892
FDK51,Dairy,Low Fat,,0.005209791
FDK28,Frozen Foods,Low Fat,,0.065272284
FDK52,Frozen Foods,Low Fat,,0.0
FDU52,Frozen Foods,Low Fat,,0.063462048
NCK05,Health and Hygiene,Low Fat,,0.077079177
NCA06,Household,Low Fat,,0.142589751
NCE06,Household,Low Fat,,0.091042211
NCG07,Household,Low Fat,,0.052247806
NCH54,Household,Low Fat,,0.072317217
NCT18,Household,Low Fat,,0.05911748
NCZ06,Household,Low Fat,,0.09370568
NCL07,Others,Low Fat,,0.0311868
FDF24,Baking Goods,Regular,,0.02524761
FDF26,Canned,Regular,,0.046408928
FDR40,Frozen Foods,Regular,,0.00799548
FDW16,Frozen Foods,Regular,,0.041273391
FDY04,Frozen Foods,Regular,,0.042270751
FDO31,Fruits and Vegetables,Regular,,0.028842332
FDF34,Snack Foods,Regular,,0.013951504
DRC36,Soft Drinks,Regular,,0.044767032
FDW24,Baking Goods,low fat,,0.037315469
FDQ23,Breads,low fat,,0.024407061
NCS05,Health and Hygiene,low fat,,0.020876485
FDT26,Dairy,reg,,0.067624438
NCD19,Household,Low Fat,8.93,0.0
FDB34,Snack Foods,Low Fat,,0.026480954
DRK35,Hard Drinks,Low Fat,8.365,0.071958197
FDB56,Fruits and Vegetables,Regular,8.75,0.07461309
FDP09,Snack Foods,Low Fat,19.75,0.034027909
FDG02,Canned,Low Fat,7.855,0.011307038
FDM15,Meat,Regular,11.8,0.057373797
FDO08,Fruits and Vegetables,Regular,,0.09415375
FDT43,Fruits and Vegetables,Low Fat,16.35,0.020631654
FDI24,Baking Goods,Low Fat,,0.078362484
FDS46,Snack Foods,Regular,,0.082741482
FDG28,Frozen Foods,Regular,9.285,0.049559042
FDG24,Baking Goods,Low Fat,7.975,0.014618973
FDQ56,Fruits and Vegetables,Low Fat,6.59,0.10550944
FDX23,Baking Goods,Low Fat,6.445,0.029691762
FDR44,Fruits and Vegetables,Regular,6.11,0.102920886
FDU01,Canned,Regular,20.25,0.011995271
FDP59,Breads,Regular,20.85,0.056580228
NCV17,Health and Hygiene,Low Fat,18.85,0.01619866
FDZ15,Dairy,Low Fat,13.1,0.020870744
FDA36,Baking Goods,Low Fat,5.985,0.005677876
FDV51,Meat,Low Fat,16.35,0.054463442
NCT41,Health and Hygiene,Low Fat,,0.098031771
NCK54,Household,Low Fat,12.15,0.0
FDE16,Frozen Foods,Low Fat,8.895,0.026384672
FDE53,Frozen Foods,LF,,0.026749991
NCL19,Others,Low Fat,15.35,0.015673267
FDT32,Fruits and Vegetables,Regular,,0.065316099
FDC46,Snack Foods,Low Fat,,0.115978122
FDS10,Snack Foods,Low Fat,,0.0350152
FDC04,Dairy,Low Fat,,0.044767801
NCJ30,Household,Low Fat,5.82,0.080968973
FDQ15,Meat,Regular,,0.150341867
FDV01,Canned,Regular,,0.0
FDJ57,Seafood,Regular,7.42,0.021569566
NCE31,Household,Low Fat,7.67,0.184843579
FDV07,Fruits and Vegetables,Low Fat,9.5,0.0
FDD04,Dairy,Low Fat,16.0,0.090153756
NCC18,Household,LF,19.1,0.177545624
NCL31,Others,LF,7.39,0.120467994
FDA33,Snack Foods,LF,6.48,0.033952603
FDT59,Breads,Low Fat,13.65,0.0
FDE26,Canned,Low Fat,9.3,0.089144149
FDB50,Canned,Low Fat,13.0,0.153857402
FDC17,Frozen Foods,Low Fat,12.15,0.015484763
FDM44,Fruits and Vegetables,Low Fat,12.5,0.031097948
DRI11,Hard Drinks,Low Fat,8.26,0.034457776
DRL47,Hard Drinks,Low Fat,19.7,0.0
NCB30,Household,Low Fat,14.6,0.025742955
NCI18,Household,Low Fat,18.35,0.014045832
NCP06,Household,Low Fat,20.7,0.039306822
NCO02,Others,Low Fat,11.15,0.0
DRE37,Soft Drinks,Low Fat,13.5,0.094366079
DRD24,Soft Drinks,Low Fat,13.85,0.030842963
DRL37,Soft Drinks,Low Fat,15.5,0.053455158
FDJ12,Baking Goods,Regular,8.895,0.039101813
FDX11,Baking Goods,Regular,16.0,0.106918052
FDJ60,Baking Goods,Regular,19.35,0.062625641
FDB37,Baking Goods,Regular,20.25,0.022976493
FDC51,Dairy,Regular,10.895,0.009636821
FDY15,Dairy,Regular,18.25,0.171093639
FDV04,Frozen Foods,Regular,7.825,0.150248468
FDB56,Fruits and Vegetables,Regular,8.75,0.074743226
FDY20,Fruits and Vegetables,Regular,12.5,0.081879864
FDK32,Fruits and Vegetables,Regular,16.25,0.049051717
FDP44,Fruits and Vegetables,Regular,16.5,0.079837509
FDS32,Fruits and Vegetables,Regular,17.75,0.029700018
FDG09,Fruits and Vegetables,Regular,20.6,0.048010812
FDW51,Meat,Regular,6.155,0.094807042
FDK58,Snack Foods,Regular,11.35,0.045052492
FDA09,Snack Foods,Regular,13.35,0.149598628
FDM58,Snack Foods,Regular,16.85,0.0
DRM49,Soft Drinks,Regular,6.11,0.0
DRA59,Soft Drinks,Regular,8.27,0.128126825
FDD47,Starchy Foods,Regular,7.6,0.142632186
FDC03,Dairy,reg,8.575,0.071958197
FDU31,Fruits and Vegetables,reg,10.5,0.02502991
FDX24,Baking Goods,LF,,0.024387984
DRG27,Dairy,Low Fat,,0.184035253
FDF16,Frozen Foods,Low Fat,,0.150806666
FDH08,Fruits and Vegetables,Low Fat,,0.030516069
FDR08,Fruits and Vegetables,Low Fat,,0.065872936
FDU07,Fruits and Vegetables,Low Fat,,0.104784329
FDU32,Fruits and Vegetables,Low Fat,,0.045465958
NCT53,Health and Hygiene,Low Fat,,0.084245356
NCB19,Household,Low Fat,,0.158096128
FDK43,Meat,Low Fat,,0.046994717
NCL55,Others,Low Fat,,0.113212516
FDK33,Snack Foods,Low Fat,,0.019671473
FDX09,Snack Foods,Low Fat,,0.114243048
FDZ22,Snack Foods,Low Fat,,0.079261744
FDY38,Dairy,Regular,,0.208662546
FDE28,Frozen Foods,Regular,,0.232072674
FDP40,Frozen Foods,Regular,,0.060154968
FDY39,Meat,Regular,,0.08234117
FDQ45,Snack Foods,Regular,,0.019114349
FDE11,Starchy Foods,Regular,,0.23653561
FDD51,Dairy,low fat,,0.210021713
FDJ41,Frozen Foods,LF,6.85,0.02288328
FDP60,Baking Goods,Low Fat,17.35,0.0
FDZ48,Baking Goods,Low Fat,17.75,0.075959623
FDU59,Breads,Low Fat,5.78,0.096386227
FDC50,Canned,Low Fat,15.85,0.136497913
DRF03,Dairy,Low Fat,19.1,0.045308131
FDT28,Frozen Foods,Low Fat,13.3,0.06356617
DRN11,Hard Drinks,Low Fat,7.85,0.162980276
NCI29,Health and Hygiene,Low Fat,8.6,0.032621545
NCA53,Health and Hygiene,Low Fat,11.395,0.009878459
NCT41,Health and Hygiene,Low Fat,15.7,0.055990291
NCM53,Health and Hygiene,Low Fat,18.75,0.052040915
NCM30,Household,Low Fat,19.1,0.067295406
NCN43,Others,Low Fat,12.15,0.0
NCP43,Others,Low Fat,17.75,0.03050705
FDA33,Snack Foods,Low Fat,6.48,0.033899898
FDP57,Snack Foods,Low Fat,17.5,0.0
FDE46,Snack Foods,Low Fat,18.6,0.015769693
FDA22,Starchy Foods,Low Fat,7.435,0.084452363
FDW40,Frozen Foods,Regular,14.0,0.105145451
FDH05,Frozen Foods,Regular,14.35,0.090913642
FDW16,Frozen Foods,Regular,17.35,0.041474232
